passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
1,2.79,12.5,3.36,0.0,20.16,yellow,credit card,Murray Hill,Two Bridges/Seward Park,Manhattan,Manhattan
2,1.02,6.5,0.0,0.0,9.8,yellow,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2,3.48,13.0,3.26,0.0,19.56,yellow,credit card,Midtown South,Upper East Side North,Manhattan,Manhattan
1,1.73,9.5,1.0,0.0,13.8,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
4,1.11,7.0,2.16,0.0,12.96,yellow,credit card,Battery Park City,TriBeCa/Civic Center,Manhattan,Manhattan
1,1.6,7.5,1.0,0.0,12.3,yellow,credit card,West Village,East Village,Manhattan,Manhattan
1,2.92,16.0,4.82,0.0,24.12,yellow,credit card,Midtown Center,Hudson Sq,Manhattan,Manhattan
1,0.6,5.5,2.45,0.0,12.25,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
1,5.24,21.0,3.5,0.0,28.3,yellow,credit card,Lincoln Square East,Steinway,Manhattan,Queens
1,1.6,2.5,0.0,0.0,5.8,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
1,1.64,7.0,3.39,0.0,14.69,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
1,1.0,6.5,2.05,0.0,12.35,yellow,credit card,Midtown North,Garment District,Manhattan,Manhattan
1,1.6,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side North,Lincoln Square East,Manhattan,Manhattan
1,2.17,14.5,1.0,0.0,18.8,yellow,credit card,Upper East Side South,Garment District,Manhattan,Manhattan
1,1.56,8.0,1.7,0.0,13.0,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
1,0.6,6.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
1,4.39,15.5,0.0,0.0,19.3,yellow,cash,Yorkville West,Alphabet City,Manhattan,Manhattan
1,8.4,27.5,6.15,0.0,36.95,yellow,credit card,Lenox Hill East,Fort Greene,Manhattan,Brooklyn
1,4.36,18.0,4.36,0.0,26.16,yellow,credit card,Penn Station/Madison Sq West,Long Island City/Hunters Point,Manhattan,Queens
1,9.65,33.0,10.76,5.76,53.82,yellow,credit card,Midtown Center,LaGuardia Airport,Manhattan,Queens
1,2.7,10.0,2.0,0.0,16.3,yellow,credit card,Financial District North,Two Bridges/Seward Park,Manhattan,Manhattan
2,1.49,7.5,2.26,0.0,13.56,yellow,credit card,Upper West Side South,Morningside Heights,Manhattan,Manhattan
1,4.2,15.5,4.8,0.0,24.1,yellow,credit card,Meatpacking/West Village West,Lincoln Square West,Manhattan,Manhattan
1,2.8,11.5,2.0,0.0,16.8,yellow,credit card,Central Harlem,Lincoln Square East,Manhattan,Manhattan
1,0.5,6.5,1.0,0.0,10.8,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
1,1.14,7.0,0.0,0.0,10.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
1,9.4,28.5,1.59,0.0,33.39,yellow,credit card,Alphabet City,Melrose South,Manhattan,Bronx
1,0.91,8.5,2.36,0.0,14.16,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
1,6.93,29.5,0.0,0.0,32.8,yellow,cash,Penn Station/Madison Sq West,Williamsburg (South Side),Manhattan,Brooklyn
1,6.5,21.5,2.0,0.0,27.3,yellow,credit card,Clinton East,Cobble Hill,Manhattan,Brooklyn
1,1.5,7.5,1.7,0.0,13.0,yellow,credit card,Kips Bay,West Village,Manhattan,Manhattan
1,2.0,11.5,1.48,0.0,16.28,yellow,credit card,Lenox Hill West,Upper West Side North,Manhattan,Manhattan
1,13.04,37.58,0.0,0.0,38.38,yellow,credit card,Rosedale,Clinton Hill,Queens,Brooklyn
1,10.88,36.0,7.56,0.0,45.36,yellow,credit card,LaGuardia Airport,Brooklyn Heights,Queens,Brooklyn
2,1.7,12.0,1.0,0.0,16.3,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
2,1.96,9.0,0.0,0.0,12.8,yellow,cash,West Chelsea/Hudson Yards,Midtown South,Manhattan,Manhattan
1,5.3,16.5,2.0,0.0,22.3,yellow,credit card,Midtown South,Central Harlem North,Manhattan,Manhattan
1,0.83,8.0,2.26,0.0,13.56,yellow,credit card,Upper East Side North,Midtown North,Manhattan,Manhattan
1,3.47,13.5,2.6,0.0,19.9,yellow,credit card,SoHo,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,6.0,22.5,0.0,0.0,25.8,yellow,cash,Midtown Center,Financial District South,Manhattan,Manhattan
5,2.32,8.5,2.46,0.0,14.76,yellow,credit card,Greenwich Village North,UN/Turtle Bay South,Manhattan,Manhattan
2,3.5,15.5,3.76,0.0,22.56,yellow,credit card,Flatiron,Financial District South,Manhattan,Manhattan
1,8.84,32.0,0.0,5.76,42.06,yellow,cash,LaGuardia Airport,Garment District,Queens,Manhattan
1,2.39,12.0,0.0,0.0,15.3,yellow,cash,Clinton East,West Village,Manhattan,Manhattan
2,2.0,10.0,0.0,0.0,13.8,yellow,cash,Lincoln Square East,Midtown Center,Manhattan,Manhattan
1,1.3,8.0,3.65,0.0,15.95,yellow,credit card,Lincoln Square West,Clinton East,Manhattan,Manhattan
1,0.89,5.5,0.0,0.0,6.3,yellow,credit card,Flushing,East Flushing,Queens,Queens
0,1.5,6.5,1.95,0.0,11.75,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2,1.46,8.0,1.2,0.0,12.5,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan
1,1.42,8.0,2.36,0.0,14.16,yellow,credit card,Midtown South,East Village,Manhattan,Manhattan
1,1.0,6.0,1.47,0.0,11.27,yellow,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
1,2.8,21.0,6.05,0.0,30.35,yellow,credit card,Upper West Side South,Penn Station/Madison Sq West,Manhattan,Manhattan
1,4.4,24.5,2.5,0.0,30.3,yellow,credit card,Upper West Side North,Midtown South,Manhattan,Manhattan
1,0.78,5.5,0.0,0.0,8.8,yellow,cash,Bloomingdale,Upper West Side South,Manhattan,Manhattan
1,0.52,8.0,2.26,0.0,13.56,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
1,1.03,5.5,0.0,0.0,6.8,yellow,cash,Old Astoria,Old Astoria,Queens,Queens
1,9.28,34.0,6.61,5.76,50.67,yellow,credit card,LaGuardia Airport,Gramercy,Queens,Manhattan
1,9.1,28.0,5.56,5.76,42.62,yellow,credit card,Midtown South,LaGuardia Airport,Manhattan,Queens
2,3.58,17.0,4.16,0.0,24.96,yellow,credit card,Clinton East,Little Italy/NoLiTa,Manhattan,Manhattan
1,3.2,13.5,3.46,0.0,20.76,yellow,credit card,Midtown East,West Village,Manhattan,Manhattan
1,0.67,4.5,1.66,0.0,9.96,yellow,credit card,West Village,Meatpacking/West Village West,Manhattan,Manhattan
1,0.98,6.0,1.86,0.0,11.16,yellow,credit card,Battery Park City,Hudson Sq,Manhattan,Manhattan
2,0.7,11.5,2.95,0.0,17.75,yellow,credit card,Midtown East,UN/Turtle Bay South,Manhattan,Manhattan
1,4.2,15.0,0.0,0.0,15.8,yellow,credit card,LaGuardia Airport,Forest Hills,Queens,Queens
6,0.73,6.0,2.32,0.0,11.62,yellow,credit card,Murray Hill,Garment District,Manhattan,Manhattan
1,2.52,14.5,0.0,0.0,17.8,yellow,cash,Times Sq/Theatre District,West Village,Manhattan,Manhattan
6,0.87,5.5,0.0,0.0,9.3,yellow,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan
1,3.29,17.5,5.32,0.0,26.62,yellow,credit card,Lower East Side,East Chelsea,Manhattan,Manhattan
1,0.9,6.0,2.55,0.0,12.85,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan
1,3.07,13.5,1.0,0.0,17.8,yellow,credit card,Bloomingdale,Lenox Hill West,Manhattan,Manhattan
1,0.7,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
1,0.83,5.0,1.86,0.0,11.16,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
1,4.7,15.5,3.26,0.0,19.56,yellow,credit card,LaGuardia Airport,Sunnyside,Queens,Queens
1,1.2,7.5,2.15,0.0,12.95,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
1,4.7,18.5,4.35,0.0,26.15,yellow,credit card,Clinton East,Battery Park City,Manhattan,Manhattan
1,1.5,6.0,1.95,0.0,11.75,yellow,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
1,2.16,9.0,2.66,0.0,15.96,yellow,credit card,East Chelsea,Clinton West,Manhattan,Manhattan
1,1.67,12.5,0.0,0.0,15.8,yellow,cash,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
2,0.8,5.0,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.48,7.0,2.06,0.0,12.36,yellow,credit card,Upper West Side North,Upper East Side North,Manhattan,Manhattan
2,0.61,4.5,1.76,0.0,10.56,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
1,1.42,6.5,2.06,0.0,12.36,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
1,1.04,8.5,3.54,0.0,15.34,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.47,11.5,1.0,0.0,16.3,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
5,2.32,12.5,2.44,0.0,18.74,yellow,credit card,Greenwich Village South,Murray Hill,Manhattan,Manhattan
2,2.9,16.5,0.0,0.0,20.3,yellow,cash,Penn Station/Madison Sq West,Lower East Side,Manhattan,Manhattan
1,1.9,11.5,3.15,0.0,18.95,yellow,credit card,TriBeCa/Civic Center,Gramercy,Manhattan,Manhattan
1,3.76,19.0,4.56,0.0,27.36,yellow,credit card,West Village,Upper East Side South,Manhattan,Manhattan
1,4.2,22.0,2.0,0.0,28.3,yellow,credit card,TriBeCa/Civic Center,Murray Hill,Manhattan,Manhattan
1,0.6,5.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Upper East Side South,Manhattan,Manhattan
1,1.7,8.5,1.0,0.0,12.8,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
1,1.2,6.5,1.0,0.0,10.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
1,1.7,14.0,1.73,0.0,19.03,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2,7.4,23.5,5.45,0.0,32.75,yellow,credit card,Lower East Side,Manhattan Valley,Manhattan,Manhattan
3,3.48,16.5,4.06,0.0,24.36,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
4,1.3,6.0,1.0,0.0,10.3,yellow,credit card,Upper East Side South,Yorkville West,Manhattan,Manhattan
5,2.47,17.5,4.26,0.0,25.56,yellow,credit card,West Village,Midtown North,Manhattan,Manhattan
1,1.2,7.5,1.0,0.0,12.8,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2,1.73,12.5,0.0,0.0,15.8,yellow,cash,Midtown South,Central Park,Manhattan,Manhattan
5,0.88,8.0,2.82,0.0,14.12,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,1.86,16.0,1.25,0.0,20.55,yellow,credit card,Flatiron,Midtown Center,Manhattan,Manhattan
2,0.58,5.0,1.76,0.0,10.56,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan
1,4.2,15.0,3.75,0.0,22.55,yellow,credit card,Flatiron,Upper East Side North,Manhattan,Manhattan
4,2.1,9.5,2.05,0.0,12.35,yellow,credit card,East Harlem South,Morningside Heights,Manhattan,Manhattan
1,3.2,18.5,0.0,0.0,21.8,yellow,cash,Garment District,Upper West Side North,Manhattan,Manhattan
6,4.44,14.5,3.56,0.0,21.36,yellow,credit card,Yorkville West,Gramercy,Manhattan,Manhattan
1,0.17,3.0,0.0,0.0,7.3,yellow,cash,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
1,3.5,16.0,2.0,0.0,21.8,yellow,credit card,Upper West Side North,Penn Station/Madison Sq West,Manhattan,Manhattan
2,1.04,6.5,1.5,0.0,12.3,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan
5,12.25,37.0,0.0,0.0,40.8,yellow,cash,LaGuardia Airport,Williamsburg (South Side),Queens,Brooklyn
1,16.43,47.5,6.0,0.0,56.8,yellow,credit card,Battery Park City,Briarwood/Jamaica Hills,Manhattan,Queens
1,2.15,13.0,3.46,0.0,20.76,yellow,credit card,Greenwich Village North,World Trade Center,Manhattan,Manhattan
1,9.6,31.0,0.0,0.0,32.3,yellow,cash,JFK Airport,East New York,Queens,Brooklyn
1,1.45,9.5,1.0,0.0,14.8,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.8,8.0,2.25,0.0,13.55,yellow,credit card,Penn Station/Madison Sq West,Greenwich Village South,Manhattan,Manhattan
1,2.06,8.5,1.0,0.0,12.8,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
1,0.82,7.0,0.0,0.0,10.3,yellow,cash,Midtown North,Lincoln Square East,Manhattan,Manhattan
1,1.86,9.5,0.0,0.0,12.8,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
3,0.9,6.5,1.0,0.0,10.8,yellow,credit card,Midtown North,Lenox Hill West,Manhattan,Manhattan
6,8.37,28.0,3.81,5.76,41.87,yellow,credit card,SoHo,Midwood,Manhattan,Brooklyn
5,1.7,8.0,0.0,0.0,12.3,yellow,cash,Two Bridges/Seward Park,Gramercy,Manhattan,Manhattan
5,2.07,9.5,2.66,0.0,15.96,yellow,credit card,SoHo,Kips Bay,Manhattan,Manhattan
1,1.72,8.0,3.39,0.0,14.69,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan
1,1.96,10.5,0.0,0.0,14.8,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,0.4,3.5,1.35,0.0,8.15,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
1,0.81,5.5,0.0,0.0,8.8,yellow,cash,East Chelsea,West Chelsea/Hudson Yards,Manhattan,Manhattan
2,1.85,10.5,0.0,0.0,13.8,yellow,cash,East Village,Financial District South,Manhattan,Manhattan
1,1.18,7.0,3.09,0.0,13.39,yellow,credit card,Greenwich Village South,Union Sq,Manhattan,Manhattan
5,1.41,11.5,2.96,0.0,17.76,yellow,credit card,Midtown South,East Chelsea,Manhattan,Manhattan
1,4.7,22.5,0.0,0.0,26.3,yellow,cash,Lincoln Square West,Lower East Side,Manhattan,Manhattan
1,14.74,41.53,0.0,5.76,48.09,yellow,credit card,Soundview/Castle Hill,Financial District South,Bronx,Manhattan
1,0.73,4.5,1.95,0.0,9.75,yellow,credit card,Hudson Sq,Meatpacking/West Village West,Manhattan,Manhattan
1,1.66,11.0,0.0,0.0,15.3,yellow,cash,Lincoln Square East,Midtown East,Manhattan,Manhattan
1,0.41,4.5,1.66,0.0,9.96,yellow,credit card,West Village,Greenwich Village North,Manhattan,Manhattan
2,1.26,10.5,1.38,0.0,15.18,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2,0.82,4.5,1.56,0.0,9.36,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2,1.74,9.0,2.16,0.0,12.96,yellow,credit card,Bloomingdale,Central Harlem North,Manhattan,Manhattan
2,1.23,6.0,1.86,0.0,11.16,yellow,credit card,Upper East Side South,Upper West Side North,Manhattan,Manhattan
5,0.96,7.5,0.0,0.0,10.8,yellow,cash,East Chelsea,Clinton East,Manhattan,Manhattan
1,1.3,7.5,0.0,0.0,11.8,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
1,7.8,25.5,6.0,0.0,35.3,yellow,credit card,Greenwich Village South,Ridgewood,Manhattan,Queens
1,0.31,3.0,1.0,0.0,7.3,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
1,4.3,17.0,3.0,0.0,23.8,yellow,credit card,East Chelsea,Brooklyn Heights,Manhattan,Brooklyn
1,1.3,12.5,3.16,0.0,18.96,yellow,credit card,Midtown North,Midtown South,Manhattan,Manhattan
3,2.35,14.0,3.56,0.0,21.36,yellow,credit card,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,2.11,11.5,4.44,0.0,19.24,yellow,credit card,Stuy Town/Peter Cooper Village,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,0.76,5.0,1.32,0.0,10.12,yellow,credit card,Greenwich Village North,Gramercy,Manhattan,Manhattan
5,0.5,5.0,2.49,0.0,10.79,yellow,credit card,Upper West Side South,Lincoln Square West,Manhattan,Manhattan
1,0.34,3.5,0.0,0.0,6.8,yellow,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
1,0.9,5.5,0.0,0.0,9.3,yellow,cash,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
1,3.88,18.5,0.0,0.0,21.8,yellow,cash,World Trade Center,Clinton East,Manhattan,Manhattan
2,0.48,4.0,0.0,0.0,7.8,yellow,cash,East Village,Greenwich Village North,Manhattan,Manhattan
2,0.85,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
1,1.52,7.5,2.26,0.0,13.56,yellow,credit card,East Village,Meatpacking/West Village West,Manhattan,Manhattan
5,8.04,27.0,6.16,0.0,36.96,yellow,credit card,Greenwich Village South,Central Harlem,Manhattan,Manhattan
1,2.25,13.0,0.0,0.0,13.8,yellow,cash,Sunnyside,Elmhurst,Queens,Queens
1,1.9,11.0,1.5,0.0,16.8,yellow,credit card,Penn Station/Madison Sq West,Lincoln Square East,Manhattan,Manhattan
1,1.8,10.5,2.76,0.0,16.56,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
0,0.5,5.0,1.25,0.0,9.55,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2,0.9,7.5,2.95,0.0,14.75,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
1,1.6,13.5,3.56,0.0,21.36,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
2,0.3,3.0,2.0,0.0,8.8,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan
2,0.82,8.0,2.26,0.0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan
1,5.21,19.5,4.76,0.0,28.56,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
1,2.78,18.0,0.0,0.0,21.3,yellow,cash,Lenox Hill East,Clinton East,Manhattan,Manhattan
2,0.88,9.0,3.08,0.0,15.38,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
1,2.27,11.0,2.96,0.0,17.76,yellow,credit card,Midtown South,Lenox Hill West,Manhattan,Manhattan
1,0.9,9.0,1.0,0.0,13.3,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
1,6.34,27.5,6.0,0.0,36.8,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn
1,1.2,8.0,1.5,0.0,12.8,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan
1,1.23,7.0,2.06,0.0,12.36,yellow,credit card,West Village,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,0.43,6.0,1.86,0.0,11.16,yellow,credit card,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
1,1.18,8.0,0.0,0.0,11.3,yellow,cash,Gramercy,Greenwich Village South,Manhattan,Manhattan
1,0.86,6.5,2.16,0.0,12.96,yellow,credit card,East Village,Greenwich Village North,Manhattan,Manhattan
0,1.0,6.5,0.0,0.0,9.8,yellow,cash,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,1.5,7.0,1.62,0.0,12.42,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan
1,2.26,9.5,2.76,0.0,16.56,yellow,credit card,Garment District,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,2.76,16.0,3.86,0.0,23.16,yellow,credit card,Flatiron,Upper East Side South,Manhattan,Manhattan
4,0.74,4.5,1.0,0.0,9.3,yellow,credit card,Meatpacking/West Village West,Meatpacking/West Village West,Manhattan,Manhattan
2,0.9,6.0,0.0,0.0,9.3,yellow,cash,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan
1,1.31,7.0,2.06,0.0,12.36,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
1,2.3,12.5,3.15,0.0,18.95,yellow,credit card,West Chelsea/Hudson Yards,Lincoln Square East,Manhattan,Manhattan
1,9.8,28.0,0.0,0.0,28.8,yellow,credit card,Central Harlem,Williamsbridge/Olinville,Manhattan,Bronx
6,1.75,8.0,1.2,0.0,13.0,yellow,credit card,Midtown North,Lenox Hill East,Manhattan,Manhattan
1,1.63,12.0,3.82,0.0,19.12,yellow,credit card,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
1,4.63,23.0,5.26,0.0,31.56,yellow,credit card,Upper West Side North,Union Sq,Manhattan,Manhattan
1,1.09,6.0,1.2,0.0,10.5,yellow,credit card,Greenwich Village North,Meatpacking/West Village West,Manhattan,Manhattan
1,0.0,2.5,0.0,0.0,6.3,yellow,cash,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan
1,0.4,3.5,0.0,0.0,7.3,yellow,cash,Midtown Center,Lincoln Square East,Manhattan,Manhattan
1,0.48,4.5,1.56,0.0,9.36,yellow,credit card,Yorkville East,Yorkville East,Manhattan,Manhattan
1,1.8,9.5,0.0,0.0,10.3,yellow,cash,Washington Heights South,University Heights/Morris Heights,Manhattan,Bronx
1,2.68,10.5,2.86,0.0,17.16,yellow,credit card,Greenwich Village North,Midtown North,Manhattan,Manhattan
1,5.0,17.5,4.25,0.0,25.55,yellow,credit card,West Village,Upper West Side South,Manhattan,Manhattan
2,17.13,52.0,12.21,5.76,73.27,yellow,credit card,Midtown South,JFK Airport,Manhattan,Queens
4,0.55,5.5,0.0,0.0,8.8,yellow,cash,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan
1,1.1,5.5,2.75,0.0,12.05,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
1,0.91,8.0,2.46,0.0,14.76,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2,2.05,9.0,2.56,0.0,15.36,yellow,credit card,West Village,Financial District North,Manhattan,Manhattan
1,0.71,4.5,1.11,0.0,9.91,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
1,2.0,10.0,0.0,0.0,14.3,yellow,cash,Upper East Side North,East Harlem North,Manhattan,Manhattan
1,6.03,19.0,4.46,0.0,26.76,yellow,credit card,Lenox Hill West,Financial District North,Manhattan,Manhattan
1,3.15,13.0,3.36,0.0,20.16,yellow,credit card,East Village,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,6.4,19.5,0.0,5.76,26.56,yellow,cash,LaGuardia Airport,Central Harlem North,Queens,Manhattan
1,3.79,20.0,0.0,0.0,23.3,yellow,cash,East Chelsea,Manhattan Valley,Manhattan,Manhattan
1,3.6,16.5,2.0,0.0,22.3,yellow,credit card,Upper West Side South,Union Sq,Manhattan,Manhattan
5,0.69,5.0,0.0,0.0,8.8,yellow,cash,Flatiron,Greenwich Village North,Manhattan,Manhattan
2,0.26,4.0,2.34,0.0,10.14,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
1,3.35,14.0,0.0,0.0,17.3,yellow,cash,Penn Station/Madison Sq West,Financial District North,Manhattan,Manhattan
1,1.4,8.0,2.95,0.0,14.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
1,1.43,8.0,0.0,0.0,11.3,yellow,cash,Midtown South,Kips Bay,Manhattan,Manhattan
1,0.64,4.5,0.0,0.0,7.8,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan
1,7.0,28.5,6.35,0.0,38.15,yellow,credit card,Brooklyn Heights,Midtown East,Brooklyn,Manhattan
0,1.5,6.5,2.94,0.0,12.74,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
1,1.94,13.0,4.08,0.0,20.38,yellow,credit card,Upper East Side North,Midtown Center,Manhattan,Manhattan
1,1.15,8.5,2.36,0.0,14.16,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2,3.21,17.5,4.16,0.0,24.96,yellow,credit card,Times Sq/Theatre District,Yorkville West,Manhattan,Manhattan
1,3.7,15.0,0.0,0.0,18.3,yellow,cash,Astoria,UN/Turtle Bay South,Queens,Manhattan
1,1.33,7.5,2.26,0.0,13.56,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.0,5.0,1.85,0.0,11.15,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
1,1.6,9.0,2.55,0.0,15.35,yellow,credit card,Clinton East,Upper West Side North,Manhattan,Manhattan
1,1.26,6.5,0.0,0.0,7.3,yellow,cash,Sunnyside,Astoria,Queens,Queens
1,0.6,5.0,1.65,0.0,9.95,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
1,0.76,6.0,1.96,0.0,11.76,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
1,1.81,9.0,0.0,0.0,12.8,yellow,cash,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
3,1.73,9.0,2.66,0.0,15.96,yellow,credit card,East Village,UN/Turtle Bay South,Manhattan,Manhattan
1,3.04,19.0,4.46,0.0,26.76,yellow,credit card,Manhattan Valley,Midtown Center,Manhattan,Manhattan
5,0.95,7.5,2.26,0.0,13.56,yellow,credit card,Midtown South,Kips Bay,Manhattan,Manhattan
1,1.31,9.0,0.0,0.0,12.3,yellow,cash,Midtown North,Midtown South,Manhattan,Manhattan
2,1.74,17.0,4.26,0.0,25.56,yellow,credit card,Midtown East,Upper East Side North,Manhattan,Manhattan
1,0.8,5.0,1.75,0.0,10.55,yellow,credit card,Midtown Center,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,1.3,7.5,1.2,0.0,12.0,yellow,credit card,West Village,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,1.9,10.0,3.55,0.0,17.85,yellow,credit card,Midtown East,Upper East Side North,Manhattan,Manhattan
1,3.8,16.5,1.5,0.0,21.8,yellow,credit card,Lower East Side,Bushwick South,Manhattan,Brooklyn
1,0.67,5.0,1.76,0.0,10.56,yellow,credit card,Times Sq/Theatre District,Garment District,Manhattan,Manhattan
6,5.26,17.5,0.0,0.0,20.8,yellow,cash,Midtown South,Financial District South,Manhattan,Manhattan
1,1.53,12.5,0.0,0.0,15.8,yellow,cash,Upper West Side South,Midtown Center,Manhattan,Manhattan
1,10.97,33.0,10.52,5.76,52.58,yellow,credit card,Upper East Side South,LaGuardia Airport,Manhattan,Queens
1,7.43,24.5,5.66,0.0,33.96,yellow,credit card,TriBeCa/Civic Center,East Harlem South,Manhattan,Manhattan
1,1.55,9.5,2.56,0.0,15.36,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan
2,2.16,12.5,3.16,0.0,18.96,yellow,credit card,Lincoln Square West,Central Park,Manhattan,Manhattan
2,1.0,6.0,1.5,0.0,11.3,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan
